Index,Relative Time (s),PT100 (degC),BME280 T (degC),Humidity (%),Pressure (hPa)
1,0.00,45.00,43.42,43.20,1008.84
2,0.09,45.00,43.22,43.21,1008.83
3,0.18,44.98,43.22,43.19,1008.82
4,0.27,44.95,43.20,43.22,1008.83
5,0.36,44.93,43.18,43.26,1008.83
6,0.45,44.92,43.16,43.28,1008.83
7,0.54,44.89,43.13,43.30,1008.83
8,0.63,44.88,43.12,43.31,1008.83
9,0.72,44.85,43.09,43.30,1008.82
10,0.81,44.83,43.07,43.31,1008.81
11,0.90,44.81,43.06,43.31,1008.81
12,0.99,44.79,43.04,43.31,1008.80
13,1.08,44.77,43.02,43.33,1008.80
14,1.17,44.76,43.01,43.31,1008.79
15,1.26,44.75,42.99,43.36,1008.79
16,1.35,44.72,42.98,43.38,1008.79
17,1.44,44.70,42.94,43.38,1008.78
18,1.53,44.66,42.93,43.37,1008.78
19,1.62,44.64,42.90,43.38,1008.79
20,1.71,44.62,42.88,43.38,1008.79
21,1.80,44.59,42.87,43.39,1008.79
22,1.89,44.57,42.85,43.42,1008.78
23,1.98,44.56,42.84,43.41,1008.78
24,2.07,44.54,42.81,43.39,1008.78
25,2.16,44.52,42.80,43.41,1008.78
26,2.25,44.51,42.77,43.42,1008.78
27,2.34,44.50,42.75,43.42,1008.78
28,2.43,44.48,42.73,43.42,1008.79
29,2.52,44.46,42.72,43.44,1008.78
30,2.61,44.44,42.69,43.47,1008.78
31,2.70,44.41,42.67,43.47,1008.79
32,2.79,44.39,42.65,43.46,1008.80
33,2.88,44.36,42.63,43.44,1008.80
34,2.97,44.34,42.63,43.43,1008.81
35,3.06,44.32,42.61,43.44,1008.81
36,3.15,44.30,42.59,43.43,1008.82
37,3.24,44.29,42.58,43.45,1008.82
38,3.33,44.28,42.55,43.48,1008.82
39,3.42,44.26,42.53,43.49,1008.82
40,3.51,44.24,42.51,43.49,1008.82
41,3.60,44.22,42.50,43.51,1008.82
42,3.69,44.20,42.49,43.51,1008.82
43,3.78,44.18,42.48,43.50,1008.82
44,3.87,44.16,42.46,43.51,1008.82
45,3.96,44.13,42.43,43.48,1008.82
46,4.05,44.11,42.42,43.48,1008.82
47,4.14,44.09,42.40,43.49,1008.83
48,4.23,44.08,42.39,43.47,1008.83
